ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1936839,Source3,2,2019-08-27 14:54:26,2019-08-27 16:45:10,38.237034,-122.619934,,,0,#1 #2 lane blocked due to accident on US-101 Southbound before Exit 472B CA-116 Lakeville Hwy.,Redwood Hwy S,Petaluma,Sonoma,CA,94952,US,US/Pacific,KO69,2019-08-27 14:55:00,81,81,45,29.73,9,VAR,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4523151,Source1,2,2021-12-30 17:12:00,2021-12-30 18:46:30,32.691854,-97.241042,32.676436,-97.240711,1.065,Stationary traffic on Loop 820 S - I-820 S - US-287 S from Wilbarger St/Exit 32 (I-820) to Sun Valley Dr/Exit 33 (I-820) due to accident.,I-820 S,Fort Worth,Tarrant,TX,76119,US,US/Central,KFWS,2021-12-30 16:46:00,70,70,27,29.1,10,WNW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5579636,Source1,2,2021-11-18 16:28:51,2021-11-18 17:37:27,30.521477,-87.313462,30.534307,-87.315184,0.892,Stationary traffic on US-90 Alt W - County Hwy-297 - FL-10 from I-10 W to N Eight Mile Creek Rd due to accident.,FL-8 W,Pensacola,Escambia,FL,32534,US,US/Central,KPNS,2021-11-18 16:53:00,76,76,60,30.02,10,N,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2473447,Source2,2,2018-11-21 20:06:40,2018-11-21 20:35:38,39.022934,-122.453598,,,0,Accident on CA-20 Eastbound before Walker Rdg.,E Highway 20,Clearlake,Lake,CA,95422,US,US/Pacific,KSTS,2018-11-21 20:03:00,55,,100,29.95,10,East,4.6,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-6996855,Source1,2,2020-06-02 17:25:50,2020-06-02 18:10:50,47.70065,-117.3924,47.70065,-117.3951,0.126,At Nevada St - Accident. Construction work. Lane blocked.,E Wellesley Ave,Spokane,Spokane,WA,99207-3276,US,US/Pacific,KSFF,2020-06-02 17:53:00,72,72,25,27.98,10,SW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6849752,Source1,2,2020-11-05 14:47:00,2020-11-05 16:45:00,36.844788,-76.170432,36.845979,-76.188724,1.015,Slow traffic on I-264 from VA-190/Witchduck Rd/Exit 16 (I-264) to I-64/Exit 14 (I-264) due to accident.,VA Beach Norfolk Expy W,Virginia Beach,Virginia Beach,VA,23462,US,US/Eastern,KORF,2020-11-05 14:59:00,71,71,53,30.35,10,E,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3144871,Source2,2,2017-12-21 6:45:33,2017-12-21 7:30:09,32.675987,-96.76384,,,0,Accident on Highland Hills Dr both ways at Bonnie View Rd.,Bonnie View Rd,Dallas,Dallas,TX,75241,US,US/Central,KRBD,2017-12-21 6:53:00,51.1,,80,29.83,10,South,4.6,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-1427565,Source2,2,2020-08-18 11:35:10,2020-08-18 12:34:50,42.015511,-70.811142,,,0,Accident on Brandeis Cir at Harvard St.,Harvard St,Halifax,Plymouth,MA,02338-1037,US,US/Eastern,KPYM,2020-08-18 11:52:00,79,79,58,29.65,10,SW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4277396,Source1,2,2022-11-09 11:25:00,2022-11-09 11:38:00,45.649847,-110.860935,45.646551,-110.8901,1.427,Slow traffic on I-90 W - US-191 S from Jackson Creek Rd/Exit 319 (I-90) to Bozeman Trail Rd/Exit 313 (I-90) due to accident.,I-90 W,Bozeman,Gallatin,MT,59715,US,US/Mountain,KBZN,2022-11-09 10:56:00,10,2,76,25.3,10,WNW,5,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5366382,Source1,2,2022-09-21 8:28:00,2022-09-21 9:49:59,33.890684,-118.360847,33.891333,-118.36176,0.069,Incident on I-405 NB near INGLEWOOD AVE Drive with caution.,I-405 N,Lawndale,Los Angeles,CA,90260,US,US/Pacific,KHHR,2022-09-21 8:53:00,70,70,61,29.89,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-885937,Source2,2,2021-09-24 7:49:35,2021-09-24 8:19:12,37.581341,-77.442749,,,0,Restrictions due to accident on Walton Ave at Noble Ave.,Noble Ave,Richmond,Richmond City,VA,23222-1831,US,US/Eastern,KRIC,2021-09-24 7:54:00,57,57,87,29.92,10,N,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1679305,Source2,2,2019-12-26 12:09:24,2019-12-26 12:38:34,25.785728,-80.213951,,,0,Lane blocked due to accident on FL-836-TOLL Eastbound at FL-933 12th Ave.,Dolphin Expy E,Miami,Miami-Dade,FL,33136,US,US/Eastern,KMIA,2019-12-26 11:53:00,77,77,76,30.01,5,ENE,13,0.01,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6174152,Source1,2,2021-04-22 22:21:00,2021-04-23 2:58:44,38.224997,-81.529281,38.225194,-81.52901,0.02,Vehicle Crash on US-60 EB at Part of Old 60.,E Dupont Ave,Belle,Kanawha,WV,25015,US,US/Eastern,KCRW,2021-04-22 21:54:00,40,40,70,29.11,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5951972,Source1,2,2021-09-15 19:06:30,2021-09-15 20:07:00,42.426121,-123.164976,42.420643,-123.119739,2.338,Stationary traffic on Pacific Highway 1 S - I-5 S from Depot St/Exit 48 (I-5) to OR-99/Exit 45A (I-5) due to accident.,I-5 S,Gold Hill,Jackson,OR,97525,US,US/Pacific,KMFR,2021-09-15 18:53:00,79,79,29,28.48,10,NNW,9,0,Smoke,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3708185,Source1,2,2022-12-18 19:45:32,2022-12-18 21:00:33,38.847656,-77.007189,38.851499,-77.006688,0.267,Incident on I-295 NB near I-295 Drive with caution.,Anacostia Fwy,Washington,District of Columbia,DC,20032,US,US/Eastern,KDCA,2022-12-18 19:52:00,35,26,48,30.19,10,NW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-156646,Source2,3,2016-08-24 10:34:11,2016-08-24 11:04:11,33.486233,-84.218208,,,0,Right hand shoulder blocked due to accident on I-75 Northbound after Exit 222 GA-351 Jodeco Rd.,I-75 N,McDonough,Henry,GA,30253,US,US/Eastern,K6A2,2016-08-24 10:35:00,82.4,,84,30.29,10,SSE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4082649,Source1,2,2022-03-09 17:20:36,2022-03-09 19:57:07,25.80992,-80.334695,25.808785,-80.337438,0.188,Slow traffic on FL-948 from NW 84th Pl to NW 35th Ln due to accident.,NW 36th St,Miami,Miami-Dade,FL,33166,US,US/Eastern,KMIA,2022-03-09 16:53:00,81,81,72,29.94,10,SE,18,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5404140,Source1,2,2022-08-08 7:39:00,2022-08-08 8:56:54,34.167996,-118.614138,34.161736,-118.631477,1.082,Incident on US-101 NB near WINNETKA AVE Expect delays.,Shoup Ave,Woodland Hills,Los Angeles,CA,91364,US,US/Pacific,KVNY,2022-08-08 7:51:00,78,78,52,29.08,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6183396,Source1,2,2021-07-02 15:06:19,2021-07-02 17:09:32,34.144403,-118.254939,34.147527,-118.254949,0.216,Slow traffic from Colorado St (S Brand Blvd) to CA-134 (N Brand Blvd) due to accident.,S Brand Blvd,Glendale,Los Angeles,CA,91204-1310,US,US/Pacific,KCQT,2021-07-02 14:52:00,78,78,56,29.68,10,CALM,0,0,Fair,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-5743736,Source1,2,2021-12-26 21:09:53,2021-12-27 0:17:33,45.524355,-94.300385,45.515417,-94.284893,0.972,Incident on I-94 near STEARNS COUNTY ROAD 2 Drive with caution.,County Road 138,Saint Cloud,Stearns,MN,56301,US,US/Central,KSTC,2021-12-26 21:14:00,26,16,88,28.63,0.5,ENE,12,0.03,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3889325,Source1,2,2022-08-16 8:03:00,2022-08-16 9:18:02,29.950761,-82.605582,29.952022,-82.60534,0.088,Incident on US-441 near CR-18 Drive with caution.,S US Highway 441,Lake City,Columbia,FL,32024,US,US/Eastern,KLCQ,2022-08-16 7:55:00,75,,100,29.8,10,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1495795,Source2,2,2020-06-05 5:21:11,2020-06-05 6:20:57,45.603359,-122.74884,,,0,Accident on Columbia Blvd near Swift Ct.,N Columbia Blvd,Portland,Multnomah,OR,97203-6710,US,US/Pacific,KVUO,2020-06-05 4:53:00,56,56,72,29.74,10,NW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2726687,Source2,2,2018-07-26 7:29:03,2018-07-26 7:58:39,37.403873,-122.022919,,,0,Slow traffic and slow lane blocked due to accident on CA-237 Westbound before Exit 3B Mathilda Ave.,CA-237 W,Sunnyvale,Santa Clara,CA,94089,US,US/Pacific,KNUQ,2018-07-26 7:56:00,57,,96,30.04,10,North,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-799013,Source2,3,2021-11-30 10:33:20,2021-11-30 11:02:06,33.808815,-118.156349,,,0,#1 lane blocked due to accident on I-405 Northbound at Exit 29A Temple Ave.,I-405 N,Long Beach,Los Angeles,CA,90806,US,US/Pacific,KLGB,2021-11-30 10:53:00,62,62,78,30,2,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3199847,Source2,3,2017-11-22 16:18:07,2017-11-22 16:47:51,42.937878,-73.804817,,,0,1 right lane blocked due to accident on I-87 Adirondack Northway Southbound at Exit 11 County Hwy-80 Curry Ave.,I-87 S,Ballston Lake,Saratoga,NY,12019,US,US/Eastern,KSCH,2017-11-22 15:45:00,37.4,29.8,75,29.99,10,West,11.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4874032,Source1,2,2023-02-22 15:58:51,2023-02-22 16:59:33,44.777002,-93.277846,44.777804,-93.276257,0.096,Accident on MN-13 from CR-7/Nicollet Ave (MN-13) to CR-11 (MN-13).,Nicollet Ave,Burnsville,Dakota,MN,55337-2864,US,US/Central,KMSP,2023-02-22 15:53:00,21,6,81,28.93,0.75,NE,18,0.02,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-6753349,Source1,2,2020-12-03 23:04:22,2020-12-04 0:24:56,39.801546,-75.737227,39.801466,-75.736986,0.014,Incident on GAP NEWPORT PIKE near SHARP RD Drive with caution.,Sharp Rd,Avondale,Chester,PA,19311-9712,US,US/Eastern,KMQS,2020-12-03 22:55:00,43,39,76,29.43,10,SSE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2128786,Source2,2,2019-05-29 22:11:41,2019-05-29 22:41:21,35.220249,-80.828728,,,0,Accident on NC-27 7th St at Central Ave.,E 7th St,Charlotte,Mecklenburg,NC,28204-2079,US,US/Eastern,KCLT,2019-05-29 21:52:00,81,81,47,29.08,10,SW,7,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-5724010,Source1,2,2021-10-08 21:44:15,2021-10-08 23:48:38,41.81897521,-73.37121606,41.81744521,-73.37076606,0.108,ConnDOT: RT 4 CLOSED @ FURNACE BROOK DR because of Crash (1 Vehicle). Reported Friday October 8 at 9:43 pm.,Furnace Brook Rd,Cornwall Bridge,Northwest Hills,CT,06754-1127,US,US/Eastern,KOXC,2021-10-08 21:39:00,61,61,88,29.44,10,E,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2528456,Source2,3,2018-10-17 23:34:57,2018-10-18 0:04:21,37.523109,-122.356209,,,0,Middle lane blocked and right hand shoulder blocked due to accident a deer involved and fuel spillage on I-280 Southbound before Exits 34 35 CA-35 Bunker Hill Dr.,I-280 S,Half Moon Bay,San Mateo,CA,94019,US,US/Pacific,KHAF,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-7702978,Source1,3,2019-04-03 12:00:37,2019-04-03 12:30:03,39.723457,-105.011526,39.72184,-105.00936,0.16,At US-6/6th Ave/Exit 209 - Accident.,I-25 N,Denver,Denver,CO,80204,US,US/Mountain,KBJC,2019-04-03 11:45:00,48,48,57,24.28,15,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4142744,Source1,2,2022-12-27 3:24:30,2022-12-27 6:54:30,39.959788,-83.341443,39.95788,-83.358909,0.934,Stationary traffic on I-70 W from OH-142/Exit 85 (I-70) to US-42/Exit 79 (I-70) due to accident.,I-70 W,West Jefferson,Madison,OH,43162,US,US/Eastern,KTZR,2022-12-27 3:15:00,23,23,93,29.21,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4639243,Source1,2,2022-10-06 14:46:27,2022-10-06 16:06:15,33.941185,-117.23862,33.944536,-117.289585,2.93,Stationary traffic on Moreno Valley Fwy W - CA-60 W from Perris Blvd (CA-60) to I-215 (CA-60) due to accident.,CA-60 W,Moreno Valley,Riverside,CA,92553,US,US/Pacific,KRIV,2022-10-06 14:55:00,85,85,42,28.35,10,NW,9,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2203468,Source2,3,2019-03-06 8:38:15,2019-03-06 9:07:55,39.056271,-77.154633,,,2.190000057,Accident on I-270 Southbound between Exit 5 MD-189 Falls Rd and Exits 4A 4B 5 Montrose Rd.,Dwight D Eisenhower Hwy S,Potomac,Montgomery,MD,20854,US,US/Eastern,KGAI,2019-03-06 8:56:00,21,8.1,50,30.35,10,WNW,13.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3712748,Source1,2,2022-12-01 15:33:10,2022-12-01 17:18:10,33.48078132,-86.92085624,33.46186132,-86.94325624,1.837,Incident on I-20 WB near MM 117 Right shoulder closed.,I-59,Fairfield,Jefferson,AL,35064,US,US/Central,KBHM,2022-12-01 15:53:00,52,52,28,29.71,10,E,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4438729,Source1,2,2022-12-21 12:53:01,2022-12-21 13:38:01,39.471454,-94.787445,39.473234,-94.787347,0.123,Accident on US-71 N - I-29 N from Exit 25 (I-29) to Exit 30 (I-29).,I-29,Platte City,Platte,MO,64079,US,US/Central,KMCI,2022-12-21 12:53:00,32,23,66,29.04,7,SSE,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-124149,Source2,2,2017-01-26 11:38:49,2017-01-26 12:23:39,28.811258,-81.337669,,,0.01,Accident on FL-46 at I-4.,I-4 E,Sanford,Seminole,FL,32771,US,US/Eastern,KSFB,2017-01-26 11:53:00,77,,64,30.02,10,SW,19.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7021507,Source1,2,2020-05-11 12:48:57,2020-05-11 13:03:57,40.01101,-75.69588,40.01101,-75.69588,0,At PA-113/W Uwchlan Ave - Accident.,E Lancaster Ave,Downingtown,Chester,PA,19335-2721,US,US/Eastern,KOQN,2020-05-11 12:55:00,54,54,51,29.17,10,WNW,21,0,Mostly Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1959311,Source2,2,2019-07-10 9:34:44,2019-07-10 10:51:46,41.145672,-73.823334,,,0,Right lane blocked and right hand shoulder blocked due to accident on NY-9A Southbound after Pleasantville Rd.,Briarcliff Peekskill Pkwy N,Briarcliff Manor,Westchester,NY,10510,US,US/Eastern,KHPN,2019-07-10 9:56:00,79,79,56,29.59,10,WNW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7740380,Source1,4,2019-06-19 23:33:54,2019-06-20 0:02:51,41.83483,-87.63033,41.84532,-87.63394,0.748,Closed between 31st St/Exit 54 and I-55/Stevenson Expy/Exit 53C - Road closed due to accident.,I-94 W,Chicago,Cook,IL,60616,US,US/Central,KMDW,2019-06-19 23:37:00,56,56,93,28.99,5,N,13,0.09,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1742470,Source2,3,2019-10-09 9:21:57,2019-10-09 10:21:33,39.305393,-76.743286,,,0,Two lanes blocked due to accident on I-695 Northbound at I-70.,I-695 N,Gwynn Oak,Baltimore County,MD,21207,US,US/Eastern,KDMH,2019-10-09 8:54:00,58,,72,30.23,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5463680,Source1,2,2022-05-03 17:16:31,2022-05-03 17:55:30,28.37495,-81.42591,28.364424,-81.424168,0.735,Stationary traffic on FL-423 from Whisper Lakes Blvd (John Young Pkwy) to Town Center Blvd (S John Young Pkwy) due to accident.,S John Young Pkwy,Orlando,Orange,FL,32837,US,US/Eastern,KMCO,2022-05-03 16:53:00,86,86,44,29.92,10,VAR,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2603284,Source2,2,2018-09-24 8:30:40,2018-09-24 9:00:26,41.98489,-88.080261,,,0,Accident on County Hwy-4 Roselle Rd at IL-19 Irving Park Rd.,W Irving Park Rd,Roselle,Dupage,IL,60172-1117,US,US/Central,KORD,2018-09-24 8:51:00,64.9,,73,30.07,10,ESE,6.9,,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-294772,Source2,2,2016-08-15 11:54:02,2016-08-15 12:39:02,29.793228,-95.522171,,,0,Accident on Blalock Rd between Cedar Post Ln and Westview Dr.,Westview Dr,Houston,Harris,TX,77055,US,US/Central,KMCJ,2016-08-15 11:55:00,73.4,,94,29.99,10,SSW,5.8,0.03,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3541578,Source1,2,2016-10-03 8:39:49,2016-10-03 14:39:49,34.16772,-118.84058,34.16402,-118.835,0.409,At Hampshire Rd/Exit 41 - Accident. Right lane blocked.,CA-23 S,Westlake Village,Ventura,CA,91361,US,US/Pacific,KCMA,2016-10-03 8:55:00,66,,50,30.06,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-684061,Source2,2,2022-03-09 8:41:55,2022-03-09 9:25:38,39.916519,-83.01474,,,0,Crash on I-71 Northbound at Exit 104 Frank Rd.,I-71,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,2022-03-09 8:47:00,36,31,70,28.94,10,NW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1299509,Source2,2,2020-09-15 17:27:48,2020-09-15 19:52:03,45.766541,-92.970299,,,1.450000048,Accident on MN-70 Eastbound between I-35 Exit 165 and Fairview Ave.,State Highway 70,Pine City,Pine,MN,55063-9259,US,US/Central,KROS,2020-09-15 17:35:00,75,75,60,28.93,10,SW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6669129,Source1,2,2020-10-29 4:54:09,2020-10-29 8:38:46,35.068729,-85.25296,35.068456,-85.252198,0.047,Incident on FAIRLEIGH ST near DODSON AVE Expect delays.,Fairleigh St,Chattanooga,Hamilton,TN,37406-2459,US,US/Eastern,KCHA,2020-10-29 4:53:00,72,72,91,28.68,2,ENE,13,0.58,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-6135069,Source1,2,2021-03-11 3:15:07,2021-03-11 5:00:07,39.896774,-86.057334,39.894597,-86.053912,0.236,Incident on I-465 EB near E 82ND ST Left lane blocked.,I-465 E,Indianapolis,Marion,IN,46250,US,US/Eastern,KMQJ,2021-03-11 3:15:00,63,63,68,29.11,10,S,12,,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3399404,Source2,2,2017-08-24 7:08:39,2017-08-24 7:52:40,30.42778,-97.701454,,,0.3700000048,Accident on entry ramp to Mopac Expy Northbound from Parmer Ln.,Mopac Expy N,Austin,Travis,TX,78727,US,US/Central,KATT,2017-08-24 6:51:00,75.9,,91,29.89,10,Calm,,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3931501,Source1,2,2022-12-06 17:49:30,2022-12-06 20:22:30,47.600589,-122.32344,47.503977,-122.27864,6.995,Stationary traffic on I-5 S from James St/Exit 164 (I-5) to WA-900/Martin Luther King Jr Way/Exit 157 (I-5) due to accident.,I-5 S,Seattle,King,WA,98104,US,US/Pacific,KBFI,2022-12-06 17:53:00,41,36,96,30.13,10,SSE,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-252873,Source2,3,2016-08-15 11:22:58,2016-08-15 12:07:58,40.589218,-75.589272,,,0,Accident on I-78 Eastbound near Exit 51 US-22.,US-22 E,Allentown,Lehigh,PA,18104,US,US/Eastern,KXLL,2016-08-15 11:15:00,82.4,,66,30.2,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2734451,Source2,2,2018-05-31 12:47:46,2018-05-31 13:17:30,30.218456,-97.690948,,,0,Accident on Ben White Blvd at Riverside Dr.,TX-71 E,Austin,Travis,TX,78741,US,US/Central,KAUS,2018-05-31 12:53:00,91,,50,29.83,10,South,16.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4814308,Source1,2,2023-01-14 12:14:30,2023-01-14 12:56:30,25.734307,-80.318481,25.770589,-80.320347,2.51,Stationary traffic on FL-826 N from FL-874 (FL-826) to Flagler St (FL-826) due to accident.,Palmetto Expy N,Miami,Miami-Dade,FL,33155,US,US/Eastern,KMIA,2023-01-14 11:53:00,55,55,49,30.11,10,NW,15,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
